,company_name,address,tel,mech
2244,ทรัพย์ถาวร,2027/5 ถ.มุขมนตรี  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,044-352-280,ไม่มี
2245,หจก. สีมานครวัสดุ,60 หมู่ที่ 3 ต.หนองจะบก อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,044-357-666,มี
2246,ลี้ เจียบ ฮั้ว,206/17 หมู่ที่ 1 ถ.ชุมค้า ต.สีคิ้ว อ.สีคิ้ว จ.นครราชสีมา 30140,"044-411-043, 412-567",ไม่มี
2247,บริษัท เสี่ยงเฮงรวมวัสดุ จำกัด,163/1 หมู่ที่8  ต.สูงเนิน อ.สูงเนิน จ.นครราชสีมา 30170,044-209-2201,ไม่มี
2248,บริษัท ชัยศิริวงศ์ผลิตภัณฑ์ไม้ จำกัด,888/8 หมู่ที่ 11 ต.สูงเนิน อ.สูงเนิน จ.นครราชสีมา 30170,044-419338-9,ไม่มี
2249,หจก. รวีภัณฑ์,22/2 หมู่ 12  อ.ขนอม จ.นครศรีธรรมราช 80210,075-529006,มี
2250,ช. พรหมนิมิตวัสดุก่อสร้าง, 284 หมู่ที่ 3 ต.ท่าประจะ อ.ชะอวด จ.นครศรีธรรมราช 80180,075-381-488,ไม่มี
2251,นาวาช่างไม้,72 หมู่ที่ 7  ต.ช้างกลาง อ.ช้างกลาง จ.นครศรีธรรมราช 80250,075-445-819,มี
2252,บริษัท นาวา โฮม เอ็กซ์เพรส จำกัด,240 หมู่ที่ 7  ต.ช้างกลาง อ.ช้างกลาง จ.นครศรีธรรมราช 80250,075-445-833-4,มี
2253,พี แอนด์ พี เคหะภัณฑ์,54/3 หม่ที่ 11 ต.ท่าศาลา อ.ท่าศาลา จ.นครศรีธรรมราช 80160,,มี
2254,ร้านคลองโสมวัสดุ,331 หมู่ที่ 5 ต.กะปาง อ.ทุ่งสง จ.นครศรีธรรมราช 80310,075-495-393,ไม่มี
2255,เจริญวัสดุก่อสร้าง,170/5 หมู่ที่ 6 ถ.ทุ่งใหญ่-เขาพนม ต.ท่ายาง อ.ทุ่งใหญ่ จ.นครศรีธรรมราช 80240,,ไม่มี
2256,หจก. ทุ่งใหญ่ค้าไม้,157 หมู่ที่ 2 ถ.หลักช้าง ต.ท่ายาง อ.ทุ่งใหญ่ จ.นครศรีธรรมราช 80240,075-368516,ไม่มี
2257,พิปูนวัสดุก่อสร้าง,123 หมู่ 3  ต.พิปูน อ.พิปูน จ.นครศรีธรรมราช 80270,075-499235,มี
2258,บริษัท นานาวัสดุภัณฑ์ (1993) จำกัด,85 ถ.พัฒนาการคูขวาง ต.คลัง อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000,075-317831-2,ไม่มี
2259,หจก. เจริญค้าวัสดุฮาร์ดแวร์,62/2 หมู่บ้านเซ็นทรัล พาร์ค ถ.อ้อมค่ายวชิราวุธ ต.ท่าวัง อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000,,ไม่มี
2260,ร้านสิชลค้าไม้,91/3 หมู่ที่ 10 ต.สิชล อ.สิชล จ.นครศรีธรรมราช 80120,075-376-309,ไม่มี
2261,ร้าน ก.กิจเจริญภัณฑ์,36/6 หมู่ที่ 2 ต.โกรกพระ อ.โกรกพระ จ.นครสวรรค์ 60170,56000858,ไม่มี
2262,วิทยาคอนกรีต,93/1 หมู่ 5 ถ.หนองจิกรี-แม่เปิน ต.ชุมตาบง อ.ชุมตาบง จ.นครสวรรค์ 60150,089-436-7764,มี
2263,ห้างหุ้นส่วนจำกัด จันเสนก่อสร้าง,257 หมู่ที่ 2  ต.จันเสน อ.ตาคลี จ.นครสวรรค์ 60260,056-339-067,มี
2264,บริษัท แอ็กกี้โฮม จำกัด,637/8 ถ.พหลโยธิน ต.ตาคลี อ.ตาคลี จ.นครสวรรค์ 60140,056-217-820,ไม่มี
2265,คนไทค้าวัสดุ,90/3 หมู่ที่ 1 ต.พนมรอก อ.ท่าตะโก จ.นครสวรรค์ 60160,056-281122,ไม่มี
2266,หจก. สมยศโฮมมาร์ท (1999),147/1 หมู่ที่ 3 ต.พยุหะ อ.พยุหะคีรี จ.นครสวรรค์ 60130,056-342171,มี
2267,หจก. ส ตั้งเค่งฮง,112/2 ถ.สวรรค์วิถี ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,056-212155,ไม่มี
2268,หจก. นครสวรรค์เจริญเคหะ,194/2-3 ถ.สวรรค์วิถี ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,"056-221343, 225430",มี
2269,บริษัท สมุทรนภา จำกัด,290 ถ.โกสีย์ ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,056-212897,ไม่มี
2270,เจริญภัณฑ์ค้าไม้,180 หมู่ที่ 7  ต.หนองบัว อ.หนองบัว จ.นครสวรรค์ 60110,089-2121009,มี
2271,บริษัท เอส.ยู. ฟรีเทรด (1987) จำกัด,40/6 หมู่ที่ 3 ถ.โกลก-ตากใบ ต.ปาเสมัส อ.สุไหงโก-ลก จ.นราธิวาส 96120,073-646-592,ไม่มี
2272,แม่เหล็กไทยสุไหงโก-ลก,48 ถ.เอเซีย 18 ต.สุไหงโก-ลก อ.สุไหงโก-ลก จ.นราธิวาส 96120,073-614231,ไม่มี
2273,บริษัท ลี วัฒนาการค้า จำกัด,171 ถ.เทศปฐม  ต.สุไหงโก-ลก อ.สุไหงโก-ลก จ.นราธิวาส 96120,073-612-915,ไม่มี
2274,พีพี โฮมเพ้นท์,136 หมู่ที่ 10 ต.เชียงกลาง อ.เชียงกลาง จ.น่าน 55160,,มี
2275,หจก. บ้านใหม่วัสดุก่อสร้าง,124 หมู่ที่ 3 ต.จอมพระ อ.ท่าวังผา จ.น่าน 55140,063-115-4159,มี
2276,ทีพี เทเลคอม 2011,70/2 หมู่ที่ 2 ถ.วรนคร ต.ท่าวังผา อ.ท่าวังผา จ.น่าน 55140,,ไม่มี
2277,หจก. ศรีสมบูรณ์วัสดุภัณฑ์,136 หมู่ที่ 7 ต.ดู่ใต้ อ.เมืองน่าน จ.น่าน 55000,,ไม่มี
2278,ดีท๊อป,44 หมู่ที่ 4  ต.ดู่พงษ์ อ.สันติสุข จ.น่าน 55210,054-767-227,ไม่มี
2279,ห้างหุ้นส่วนจำกัด จินตกูล คอนสตรัคชั่น,125 หมู่บ้านโชคอำนวย หมู่ที่ 10 ต.ท่าดอกคำ อ.บึงโขงหลง จ.บึงกาฬ 38220,081-853-9883,มี
2280,หจก. โปรพัฒน์คอนกรีต,88 หมู่ที่ 11 ถ.บึงกาฬ-พังโคน ต.พรเจริญ อ.พรเจริญ จ.บึงกาฬ 38180,,มี
2281,หจก. พัฒนกิจโฮมเอ็กเพรส,211 หมู่ที่ 1 ถนนบึงกาฬ-พังโคน ต.ศรีวิไล อ.ศรีวิไล จ.บึงกาฬ 38210,042-497069,มี
2282,ทรัพย์อนันต์ คัลเลอร์เพนท์,295 หมู่ที่ 7 ต.บ้านปรือ อ.กระสัง จ.บุรีรัมย์ 31160,,ไม่มี
2283,เฮียงพานิชย์,239 หมู่ที่ 2 ต.สองชั้น อ.กระสัง จ.บุรีรัมย์ 31160,,ไม่มี
2284,คูเมืองค้าไม้,179 หมู่ที่ 10 ต.คูเมือง อ.คูเมือง จ.บุรีรัมย์ 31190,044-699-000,มี
2285,หจก. พีระพงศ์เจริญค้าวัสดุ,50 หมู่ที่ 4 ต.ยายแย้มวัฒนา อ.เฉลิมพระเกียรติ จ.บุรีรัมย์ 31170,093-419-3292,ไม่มี
2286,พีเค โฮมเซ็นเตอร์,89 หมู่ที่ 8 ต.แสลงพัน อ.ลำปลายมาศ จ.บุรีรัมย์ 31130,044-110-498,ไม่มี
2287,บริษัท หาดสมบูรณ์วัสดุ จำกัด,123 หมู่ 6 ถ.เพชรเกษมชายทะเล ต.กำเนิดนพคุณ อ.บางสะพาน จ.ประจวบคีรีขันธ์ 77140,032-691107-8,ไม่มี
2288,อิทธิพล เพ้นท์,527/12 หมู่ที่ 1 ต.เขาน้อย อ.ปราณบุรี จ.ประจวบคีรีขันธ์ 77120,,มี
2289,บริษัท ร่อนทองชัย โฮมมาร์ท จำกัด,88/2 หมู่ที่ 10 ถ.เพชรเกษม ต.เกาะหลัก อ.เมืองประจวบคีรีขันธ์ จ.ประจวบคีรีขันธ์ 77000,032-602-501-5,มี
2290,บริษัท เครือแสงอรุณวัสดุ จำกัด,182/9 หมู่ที่ 4 ต.เกาะหลัก อ.เมืองประจวบคีรีขันธ์ จ.ประจวบคีรีขันธ์ 77000,,ไม่มี
2291,บริษัท เมืองทองสโตร์ จำกัด,"27,29,31,33 ถ.มหาราช ต.ประจวบคีรีขันธ์ อ.เมืองประจวบคีรีขันธ์ จ.ประจวบคีรีขันธ์ 77000",083-057-1072,ไม่มี
2292,หจก. กบินทร์เม่งหลี,366-367 ถ.สุวรรณศร ต.เมืองเก่า อ.กบินทร์บุรี จ.ปราจีนบุรี 25240,037-281-144,ไม่มี
2293,บริษัท เคบีเจ พัฒนา จำกัด,2/12 หมู่ที่ 4 ต.บ้านสร้าง อ.บ้านสร้าง จ.ปราจีนบุรี 25150,087-795-2772,ไม่มี
2294,ร้าน ก.มหภัณฑ์,117/3 หมู่ที่ 7 ถ.สุวรรณศร ต.โคกไม้ลาย อ.เมืองปราจีนบุรี จ.ปราจีนบุรี 25230,,ไม่มี
2295,นานาภัณฑ์,85/2-3 ถ.เทศบาลดำริ ต.หน้าเมือง อ.เมืองปราจีนบุรี จ.ปราจีนบุรี 25000,037-211-408,ไม่มี
2296,บริษัท เจ.พี.เอส. โฮม แอนด์ เดคอร์ จำกัด,78/6-14 หมู่ที่ 2 ต.ศรีมหาโพธิ อ.ศรีมหาโพธิ จ.ปราจีนบุรี 25140,037-279092,มี
2297,หจก. ปัตตานีไม้นครใต้,98/25-26 ถ.ยะรัง ต.จะบังติกอ อ.เมืองปัตตานี จ.ปัตตานี 94000,073-349163,ไม่มี
2298,บัว วัสดุภัณฑ์,49 หมู่ 4 ถ.หนองจิก ต.รูสะมิแล อ.เมืองปัตตานี จ.ปัตตานี 94000,073-310074,ไม่มี
2299,บริษัท เจาะกือแย จำกัด,80/1 หมู่ที่ 3 ถ.เพชรเกษม ต.ตะบิ้ง อ.สายบุรี จ.ปัตตานี 94110,073-754120,ไม่มี
2300,ร้าน จิราภรณ์ วัสดุ เบญจพรร,49/4 หมู่ 1 ถ.เพชรเกษม ต.ตุยง อ.หนองจิก จ.ปัตตานี 94170,073-437321,ไม่มี
2301,บริษัท พีพีเอ็กซ์ตร้าโฮม จำกัด,88 หมู่ที่ 2 ต.บางพลี อ.บางไทร จ.พระนครศรีอยุธยา 13190,035-367527,มี
2302,บริษัท บางปะหันศุภภัณฑ์ 2015 จำกัด,16/22 หมู่ที่ 5 ต.ขวัญเมือง อ.บางปะหัน จ.พระนครศรีอยุธยา 13220,035-381-179,ไม่มี
2303,คลองโพธิ์ ฮาร์ดแวร์,53/9 หมู่ที่ 2 ถ.สายเอเชีย ต.ตลิ่งชัน อ.บางปะอิน จ.พระนครศรีอยุธยา 13160,035-350-185,ไม่มี
2304,กิจธนภักตร์,99/42 หมู่ที่ 7 ต.บ้านกรด อ.บางปะอิน จ.พระนครศรีอยุธยา 13160,,ไม่มี
2305,เขมภาเคหะภัณฑ์,38/1 หมู่ที่ 13 ต.ปากกราน อ.พระนครศรีอยุธยา จ.พระนครศรีอยุธยา 13000,035-705-249,ไม่มี
2306,ขาวเจริญ,61 หมู่ที่ 13 ต.ปากกราน อ.พระนครศรีอยุธยา จ.พระนครศรีอยุธยา 13000,035-705-493,ไม่มี
2307,หจก. ศิริภัณฑ์ ซัพพลายส์,ง.10/48 ถ.ป่ามะพร้าว ต.หอรัตนไชย อ.พระนครศรีอยุธยา จ.พระนครศรีอยุธยา 13000,035-252-766,ไม่มี
2308,สิทธิโภคา,99/44 หมู่ 1 ถ.สถานีรถไฟ-วัดป่าโค ต.หัวรอ อ.พระนครศรีอยุธยา จ.พระนครศรีอยุธยา 13000,035-235207,ไม่มี
2309,หจก. ยุวดีค้าวัสดุภัณฑ์,162 ม.6 ต.ลำตาเสา อ.วังน้อย จ.พระนครศรีอยุธยา 13170,035-275199,มี
2310,บริษัท แสงภักดีพาณิชย์ จำกัด,199 หมู่ที่ 7 ต.สนับทึบ อ.วังน้อย จ.พระนครศรีอยุธยา 13170,081-938-0602,ไม่มี
2311,ยิ่งฟ้า บางนมโค โฮมมาร์ท,82/6 หมู่ที่ 3 ต.บางนมโค อ.เสนา จ.พระนครศรีอยุธยา 13110,035-201568,ไม่มี
2312,ชัยยศ,ข.1/23 ถ.ศรีเสนา ต.เสนา อ.เสนา จ.พระนครศรีอยุธยา 13110,(035)201634,ไม่มี
2313,หจก. อาร์.เจ.โฮมมาร์ท,88 หมู่ที่ 1 ต.อุทัย อ.อุทัย จ.พระนครศรีอยุธยา 13210,,ไม่มี
2314,บ้วนเส็งเฮง,35/1 หมู่ที่ 5  ต.ห้วยข้าวก่ำ อ.จุน จ.พะเยา 56150,054-459-098,มี
2315,ศรีอรรถภัณฑ์,169 หมู่ 5 ต.ห้วยข้าวก๋ำ อ.จุน จ.พะเยา 56150,054-459109,ไม่มี
2316,หจก. เชียงคำซีเมนต์บล็อค (1991),272 หมู่ 4 ต.หย่วน อ.เชียงคำ จ.พะเยา 56110,054-451451,ไม่มี
2317,หจก. พะเยาซีเมนต์บล๊อค,301 ม.14 ถ.พหลโยธิน ต.ต๋อม อ.เมืองพะเยา จ.พะเยา 56000,054-431035,มี
2318,หจก. วาณิชย์ โฮมโปร,139 หมู่ 1  ต.ศรีถ้อย อ.แม่ใจ จ.พะเยา 56130,054-499779,มี
2319,สีสุข ฮาร์ดแวร์,33/6 หมู่ที่ 8 ต.โคกกลอย อ.ตะกั่วทุ่ง จ.พังงา 82140,076-490-808,ไม่มี
2320,หจก. ประพันธ์อะไหล่,93 ถ.ศรีเมือง ต.ตะกั่วป่า อ.ตะกั่วป่า จ.พังงา 82110,076-421218,มี
2321,บริษัท ย่านยาวโลหะกิจ จำกัด,57/32-35 หมู่ที่ 1 ถ.เพชรเกษม  ต.บางนายสี อ.ตะกั่วป่า จ.พังงา 82110,076-422-168-9,มี
2322,ร้านอนันต์สุขสมค้าวัสดุภัณฑ์,1/8 หมู่ที่ 7 ถ.เพชรเกษม ต.บางนายสี อ.ตะกั่วป่า จ.พังงา 82110,076-421936,ไม่มี
2323,ห้างหุ้นส่วนจำกัด ทับปุดวัสดุภัณฑ์,98/21 หมู่ที่ 1  ต.ทับปุด อ.ทับปุด จ.พังงา 82180,"076-599-403, 076-442-357",ไม่มี
2324,บริษัท ชัยยันต์ คอนกรีต จำกัด,11/1 หมู่ 2 ถ.เพชรเกษม ต.ท้ายเหมือง อ.ท้ายเหมือง จ.พังงา 82120,076-571387,มี
2325,หจก. พังงาค้าวัสดุ,9/9-10 ถ.เทศบาลบำรุง ต.ท้ายช้าง อ.เมืองพังงา จ.พังงา 82000,081-9584129,มี
2326,ยุพินการค้า,488/4 หมู่ที่ 9 ต.ควนขนุน อ.ควนขนุน จ.พัทลุง 93110,074-681-267,ไม่มี
2327,บัญชา อาวัฒนกุลเทพ,99/5 หมู่ที่ 10 ต.ชะมวง อ.ควนขนุน จ.พัทลุง 93110,,ไม่มี
2328,ร้าน ช่วงพัฒนพานิช,335 หมู่ที่ 6  ต.มะกอกเหนือ อ.ควนขนุน จ.พัทลุง 93150,074-682-718,มี
2329,หจก. โปรเกรส วัสดุภัณฑ์,125/16 หมู่ที่ 2 ต.เขาเจียก อ.เมืองพัทลุง จ.พัทลุง 93000,074-821-669,ไม่มี
2330,ร้านไทย พาณิช,"350,350/1,350/2 หมู่ที่ 11 ต.ตำนาน อ.เมืองพัทลุง จ.พัทลุง 93000",097-354-7896,ไม่มี
2331,อาทิตย์การช่าง,195 หมู่ที่ 1 ต.นาโหนด อ.เมืองพัทลุง จ.พัทลุง 93000,"088-784-3960, 089-297-1667",ไม่มี
2332,หจก. ปฐมกร,168 หมู่ที่ 9 ต.บางไผ่ อ.บางมูลนาก จ.พิจิตร 66120,,ไม่มี
2333,สุรพงษ์คอนกรีต,123/2 หมู่ที่ 4  ต.ท่านั่ง อ.โพทะเล จ.พิจิตร 66130,085-094-0650,ไม่มี
2334,หจก. เซี่ยงไฮ้ซัพพลาย,2 ถ.สระหลวง ต.ในเมือง อ.เมืองพิจิตร จ.พิจิตร 66000,056-615272,มี
2335,หจก. แสงศิริบริการ,163 หมู่ที่ 8 ต.มะต้อง อ.พรหมพิราม จ.พิษณุโลก 65180,055-366-095,ไม่มี
2336,บริษัท โฮมแกรนด์เซนเตอร์ จำกัด,844 ถ.มิตรภาพ ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,"055-220990-1, 055-378171-6",มี
2337,หจก. เทพวรชัยคอนสตรัคชั่น,46/2 ถ.สีหราชเดโชชัย ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,055-242657,ไม่มี
2338,หจก. รุ่งเสรีวัสดุ,110/153-4 ถ.พระองค์ดำ ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,"(055)259-987, 242-593",ไม่มี
2339,บริษัท กวางเต็กล้ง จำกัด,6/5 ถ.มหาธรรมราชา ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,"055-258224, 258664",ไม่มี
2340,สมพงษ์บริการ,9 หมู่ที่ 11 ต.บ้านกร่าง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,055-298-126,ไม่มี
2341,ลิ่มไพศาลค้าวัสดุ,115/2 หมู่ที่ 1 ต.ดินทอง อ.วังทอง จ.พิษณุโลก 65130,,มี
2342,ร้าน เอี่ยมเจริญ,64 หมู่ที่ 3 ต.วังทอง อ.วังทอง จ.พิษณุโลก 65130,05-531-1024,ไม่มี
2343,มังกรวัสดุภัณฑ์,161/10 หมู่ 1 ต.วัดโบสถ์ อ.วัดโบสถ์ จ.พิษณุโลก 65160,055-291163,ไม่มี
2344,ร้าน เพชรสตีล ฮาร์ดแวร์,188 หมู่ที่ 5 ถ.เพชเกษม ต.เขาย้อย อ.เขาย้อย จ.เพชรบุรี 76140,032-439-181,ไม่มี
2345,บริษัท หัวหิน รุ่งเจริญ ค้าวัสดุก่อสร้าง (2549) จำกัด,1399/5 ถ.เพชรเกษม (ทรายใต้) ต.ชะอำ อ.ชะอำ จ.เพชรบุรี 76120,032-442673,มี
2346,หจก. โชควิชัยค้าวัสดุ,500/36-38 ถ.เพชรเกษม ต.ชะอำ อ.ชะอำ จ.เพชรบุรี 76120,081-4853199,มี
2347,ธาดา ก่อสร้าง,1090/7 ถ.พุหวาย ต.ชะอำ อ.ชะอำ จ.เพชรบุรี 76120,098-982-8793,ไม่มี
2348,บริษัท รวมสิน เฮาส์ จำกัด,207/4 หมู่ที่ 9 ต.บ้านแหลม อ.บ้านแหลม จ.เพชรบุรี 76110,032-481-266,ไม่มี
2349,ร้านเติมบ้าน วัสดุภัณฑ์,174/6 หมู่ที่ 4 ต.บ้านแหลม อ.บ้านแหลม จ.เพชรบุรี 76110,032-481-957,ไม่มี
2350,ร้าน อรุณไฟฟ้า-ก่อสร้าง,75 ถ.ชีสระอินทร์ ต.คลองกระแชง อ.เมืองเพชรบุรี จ.เพชรบุรี 76000,032-411143-4,ไม่มี
2351,หจก. เชี่ยวชาญวัสดุก่อสร้าง (เขาค้อ),99/2 หมู่ที่ 13 ต.เขาค้อ อ.เขาค้อ จ.เพชรบูรณ์ 67270,,ไม่มี
2352,หจก. อิงคนินันท์ก่อสร้าง,91 หมู่ที่ 4 ต.ชนแดน อ.ชนแดน จ.เพชรบูรณ์ 67150,056-761049,ไม่มี
2353,บริษัท ย.รุ่งเรือง จำกัด,443/1 ถ.เพชรเจริญ ต.ในเมือง อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์ 67000,056-748-046-7,ไม่มี
2354,หจก. เพชรจิตตรา 2004,10 หมู่ที่ 3 ต.สะเดียง อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์ 67000,056-723-005,ไม่มี
2355,สงวนคอนกรีต,68 หมู่ที่ 13 ถ.ชนแดน-วังหิน ต.วังโป่ง อ.วังโป่ง จ.เพชรบูรณ์ 67240,056-758039,ไม่มี
2356,หจก.เพชรมิตรสาลีก่อสร้าง,400 หมู่ที่ 2 ต.ท่าโรง อ.วิเชียรบุรี จ.เพชรบูรณ์ 67130,056-791-339,ไม่มี
2357,หจก. เพชรนิมิตคอนกรีต,235-235/1-6 หมู่ที่ 6 ต.หล่มเก่า อ.หล่มเก่า จ.เพชรบูรณ์ 67120,056-709-285,ไม่มี
2358,ร้าน เคหะภัณฑ์,15 หมู่ที่ 5 ต.หล่มเก่า อ.หล่มเก่า จ.เพชรบูรณ์ 67120,056-709-107,ไม่มี
2359,หจก. พิศาลวุฒิ,130 หมู่ 1  ต.หนองไขว่ อ.หล่มสัก จ.เพชรบูรณ์ 67110,056-701501,ไม่มี
2360,หจก. โรงอิฐสระบุรี,476/1 หมู่ที่ 6 ต.บ้านหนุน อ.สอง จ.แพร่ 54120,054-593-136,ไม่มี
2361,บริษัท เชิงทะเลโฮมเวิร์ค 2554 จำกัด,12/1 ถ.ศรีสุนทร ต.เชิงทะเล อ.ถลาง จ.ภูเก็ต 83110,076-324327-9,มี
2362,บริษัท มลเทียนพัฒนา จำกัด,97/2 หมู่ที่ 3 ต.ป่าคลอก อ.ถลาง จ.ภูเก็ต 83110,076-529-040,ไม่มี
2363,บริษัท ภูเก็ต เพาเวอร์ เพ้นท์ จำกัด,97/5-6 หมู่ 8 ต.ศรีสุนทร อ.ถลาง จ.ภูเก็ต 83110,076-273393,มี
2364,บริษัท สะปำ ฮาร์ดแวร์ จำกัด,55/9 หมู่ที่ 1 ถ.เทพกระษัตรี ต.เกาะแก้ว อ.เมืองภูเก็ต จ.ภูเก็ต 83000,076-239-669,ไม่มี
2365,พงศ์ไพศาล,66/7 ถ.วิชิตสงคราม ต.ตลาดเหนือ อ.เมืองภูเก็ต จ.ภูเก็ต 83000,(076)225-957,ไม่มี
2366,ในหานค้าวัสดุก่อสร้าง,98/6 หมู่ที่ 1 ถ.วิเศษ ต.ราไวย์ อ.เมืองภูเก็ต จ.ภูเก็ต 83130,076-388-513,ไม่มี
2367,ฉัตรวัฒนา,31-34 หมู่ 2 ถ.ถีนานนท์ ต.โคกพระ อ.กันทรวิชัย จ.มหาสารคาม 44150,043-789-025,มี
2368,บริษัท เอ็น.ที.ดับเบิ้ลยู เบสท์โฮม จำกัด,238 หมู่ที่ 1 ต.ยางน้อย อ.โกสุมพิสัย จ.มหาสารคาม 44140,,มี
2369,บริษัท นาเชือกค้าไม้(2020) จำกัด,99/11 ถ.นาเชือก-บรบือ ต.นาเชือก อ.นาเชือก จ.มหาสารคาม 44170,043-779217,มี
2370,บริษัท จำลองชัยโฮมเซ็นเตอร์ จำกัด,1 ถ.นาเชือก-บรบือ ต.นาเชือก อ.นาเชือก จ.มหาสารคาม 44170,043-779-174,มี
2371,ดีนาดูนค้าไม้,184 หมู่ที่ 6 ต.นาดูน อ.นาดูน จ.มหาสารคาม 44180,043-797-050,ไม่มี
2372,บริษัท สินสิริโฮมเซ็นเตอร์ จำกัด,158 หมู่ที่ 12 ต.ดอนตาล อ.ดอนตาล จ.มุกดาหาร 49120,,ไม่มี
2373,หจก. ไทยงามวัสดุก่อสร้าง,113 ถ.ยุทธพัฒน์ ต.มุกดาหาร อ.เมืองมุกดาหาร จ.มุกดาหาร 49000,042-631332,มี
2374,หจก. ปายนานาภัณฑ์,470 หมู่ 8  ต.เวียงใต้ อ.ปาย จ.แม่ฮ่องสอน 58130,053-698114,มี
2375,สลามวัสดุก่อสร้างและการเกษตร,88 หมู่ที่ 2 ต.บันนังสาเรง อ.เมืองยะลา จ.ยะลา 95000,073-372-2281,ไม่มี
2376,หจก. โอเชี่ยน ยะลา (2003),54-56 ถ.รัฐกิจ ต.สะเตง อ.เมืองยะลา จ.ยะลา 95000,"(073)212264, 215122",ไม่มี
2377,ร้าน สีไพศาล,77-79 ถ.รถไฟ ต.สะเตง อ.เมืองยะลา จ.ยะลา 95000,"073-214220, 240896",ไม่มี
2378,อาบาดี,44 ถ.พิทักษ์ธานี ต.ยะหา อ.ยะหา จ.ยะลา 95120,073-291207,ไม่มี
2379,บุญตาค้าไม้,77 หมู่ที่ 13 ต.เกษตรวิสัย อ.เกษตรวิสัย จ.ร้อยเอ็ด 45150,043-589-102,ไม่มี
2380,หจก. โชคชัย โฮม,110 หมู่ที่ 11 ต.เมืองบัว อ.เกษตรวิสัย จ.ร้อยเอ็ด 45150,065-009-8787,มี
2381,หจก. ศิริศักดิ์ก่อสร้าง,230 หมู่ที่ 12  ต.สระนกแก้ว อ.โพนทอง จ.ร้อยเอ็ด 45110,,มี
2382,พ.เจริญค้าวัสดุ,213 หมู่ที่ 1 ต.ขอนแก่น อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000,,มี
2383,หจก. นวภา เทรดดิ้ง,170 ถ.เทวาภิบาล ต.ในเมือง อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000,,มี
2384,หจก. ดอนวัสดุก่อสร้าง,118 หมู่ที่ 7 ต.สะอาดสมบูรณ์ อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000,,มี
2385,บริษัท ร้อยเอ็ดวัสดุ จำกัด,32 หมู่ที่ 5  ต.เหนือเมือง อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000,043-523-355-6,มี
2386,หจก. รุ่งทรัพย์ โฮม,622/2 หมู่ที่ 2 ต.สระคู อ.สุวรรณภูมิ จ.ร้อยเอ็ด 45130,081-739-7123,มี
2387,หจก. สามารถวิศวะ1990,127 หมู่ที่ 1 ต.อาจสามารถ อ.อาจสามารถ จ.ร้อยเอ็ด 45160,043-599-003,ไม่มี
2388,หจก. กระบุรีการค้า,23/3 หมู่ 2  ต.น้ำจืด อ.กระบุรี จ.ระนอง 85110,077-891188,มี
2389,พัฒนกิจ,"326,328 ถ.ท่าเมือง ต.เขานิเวศน์ อ.เมืองระนอง จ.ระนอง 85000",077-811289,มี
2390,หจก. ทรงสกุลวนาบางนอนค้าวัสดุ,9/28 หมู่ที่ 1 ต.บางนอน อ.เมืองระนอง จ.ระนอง 85000,,มี
2391,ราชกรูดค้าวัสดุ,29/6 หมู่ที่ 3  ต.ราชกรูด อ.เมืองระนอง จ.ระนอง 85000,077-840-106,มี
2392,ก.สะพรั่งภัณฑ์,323/1 ถ.สุขุมวิท ต.ทางเกวียน อ.แกลง จ.ระยอง 21110,"038-674498, 671492",ไม่มี
2393,ไทยวิทยุ,96/1 หมู่ที่ 1 ต.ทุ่งควายกิน อ.แกลง จ.ระยอง 21110,,ไม่มี
2394,บริษัท มงคลทรัพย์ 2014 จำกัด,238 หมู่ที่ 5  ต.มาบยางพร อ.ปลวกแดง จ.ระยอง 21140,092-962-8791,ไม่มี
2395,บริษัท เอส ดีล ซัพพลาย จำกัด,75/8 หมู่ที่ 9 ต.ตะพง อ.เมืองระยอง จ.ระยอง 21000,038-655-323,มี
2396,บริษัท ระยองเคหะภัณฑ์ กรุ๊ป จำกัด,54/4 หมู่ที่ 3 ต.ทับมา อ.เมืองระยอง จ.ระยอง 21000,038-993-110,มี
2397,บริษัท ระยองภาคินทร์ จำกัด,486 ถ.สุขุมวิท ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21000,038-623436,มี
